R:263435.0,P:263153.84375
R:125000.0,P:123985.703125
R:174000.0,P:172401.953125
R:129500.0,P:131050.59375
R:119900.0,P:119875.7265625
R:118500.0,P:118315.9921875
R:176000.0,P:175810.984375
R:99500.0,P:102413.9453125
R:297000.0,P:298668.625
R:118964.0,P:119013.3984375
R:226700.0,P:228286.109375
R:138500.0,P:138510.171875
R:142500.0,P:143267.265625
R:139000.0,P:138917.515625
R:171000.0,P:172383.140625
R:160000.0,P:159994.0625
R:132000.0,P:131841.015625
R:141000.0,P:140829.765625
R:201000.0,P:200537.546875
R:75000.0,P:76333.59375
R:124000.0,P:124041.4453125
R:127000.0,P:127650.3359375
R:139000.0,P:139046.984375
R:100000.0,P:99816.25
R:152000.0,P:152231.53125
R:134900.0,P:134885.921875
R:131500.0,P:130836.375
R:350000.0,P:349087.96875
R:378500.0,P:378263.09375
R:185500.0,P:186257.0
R:230000.0,P:218297.015625
R:189000.0,P:188557.78125
R:200000.0,P:199653.8125
R:207000.0,P:206860.6875
R:185850.0,P:190991.984375
R:144000.0,P:143704.859375
R:210000.0,P:209396.5625
R:129900.0,P:129822.921875
R:215200.0,P:215067.921875
R:145000.0,P:144599.890625
R:253000.0,P:240603.90625
R:62383.0,P:62105.80078125
R:124000.0,P:123970.5078125
R:233230.0,P:232893.296875
R:135000.0,P:134892.921875
R:206900.0,P:205440.78125
R:194201.0,P:193946.125
R:110000.0,P:106788.953125
R:142500.0,P:142424.046875
R:109900.0,P:110960.5078125
R:135000.0,P:137155.390625
R:240000.0,P:254264.328125
R:155900.0,P:155085.171875
R:125500.0,P:125260.171875
R:201000.0,P:200714.125
R:64500.0,P:64429.4921875
R:240000.0,P:244826.65625
R:118858.0,P:119197.84375
R:139950.0,P:135338.484375
R:123000.0,P:122958.59375
R:316600.0,P:316837.15625
R:117500.0,P:117797.4375
R:117500.0,P:117302.8828125
R:91500.0,P:91397.15625
R:204900.0,P:205197.75
R:239000.0,P:236472.890625
R:89000.0,P:88854.859375
R:625000.0,P:627352.25
R:141000.0,P:141155.9375
R:134000.0,P:134873.484375
R:83000.0,P:82793.2890625
R:274900.0,P:279411.0
R:109000.0,P:108019.546875
R:102000.0,P:101538.21875
R:305000.0,P:309179.875
R:325000.0,P:317508.5625
R:135000.0,P:134877.46875
R:130000.0,P:131578.96875
R:191000.0,P:190943.484375
R:200100.0,P:200693.0625
R:367294.0,P:365615.6875
R:221000.0,P:221017.8125
R:225000.0,P:223729.703125
R:258000.0,P:257889.03125
R:184750.0,P:185018.984375
R:156000.0,P:155733.859375
R:139000.0,P:137646.875
R:212000.0,P:215740.21875
R:127500.0,P:127623.984375
R:119000.0,P:118361.578125
R:117000.0,P:117054.5859375
R:208500.0,P:207584.546875
R:210000.0,P:209690.578125
R:146500.0,P:145305.359375
R:172785.0,P:173437.734375
R:60000.0,P:59934.390625
R:138887.0,P:139085.890625
R:225000.0,P:222401.921875
R:135000.0,P:134552.546875
R:133000.0,P:133997.390625
R:285000.0,P:285834.5625
R:60000.0,P:59790.41796875
R:125500.0,P:127121.25
R:286000.0,P:287018.96875
R:148000.0,P:147201.0
R:131500.0,P:131548.96875
R:215000.0,P:215013.328125
R:159500.0,P:158807.671875
R:176000.0,P:175468.71875
R:257000.0,P:257177.15625
R:79000.0,P:78960.46875
R:190000.0,P:189912.953125
R:147500.0,P:149875.609375
R:242000.0,P:241946.546875
R:260000.0,P:263795.28125
R:501837.0,P:500952.625
R:119000.0,P:119327.171875
R:83000.0,P:84689.0234375
R:113000.0,P:113497.4453125
R:239500.0,P:234952.546875
R:370878.0,P:360428.34375
R:180000.0,P:179747.171875
R:118000.0,P:119059.3125
R:264561.0,P:264632.15625
R:119000.0,P:118246.5625
R:219500.0,P:219413.75
R:179900.0,P:180202.796875
R:277500.0,P:291783.9375
R:230500.0,P:227939.28125
R:220000.0,P:219172.1875
R:236000.0,P:235751.078125
R:106000.0,P:106106.28125
R:269790.0,P:266988.3125
R:403000.0,P:401959.28125
R:137500.0,P:137382.84375
R:105000.0,P:106197.3515625
R:176000.0,P:170570.671875
R:82500.0,P:81891.703125
R:98600.0,P:98836.390625
R:129000.0,P:129655.1640625
R:149900.0,P:149569.546875
R:192000.0,P:191760.046875
R:110500.0,P:109904.96875
R:100000.0,P:99955.546875
R:248328.0,P:246491.765625
R:180000.0,P:179799.890625
R:140000.0,P:140010.15625
R:110000.0,P:109900.2890625
R:166000.0,P:166152.1875
R:124900.0,P:123913.671875
R:187500.0,P:187458.515625
R:318000.0,P:311069.25
R:135000.0,P:134920.921875
R:275000.0,P:276911.75
R:68500.0,P:68236.796875
R:137000.0,P:136934.015625
R:127500.0,P:127438.421875
R:128000.0,P:126980.7890625
R:274725.0,P:274416.125
R:251000.0,P:251196.1875
R:242000.0,P:241936.828125
R:140000.0,P:141262.3125
R:155000.0,P:155714.046875
R:369900.0,P:368924.4375
R:202900.0,P:201282.734375
R:153900.0,P:153473.703125
R:146000.0,P:148161.296875
R:170000.0,P:171736.09375
R:208300.0,P:210388.578125
R:89500.0,P:89779.21875
R:230000.0,P:238791.015625
R:129900.0,P:129502.8203125
R:214000.0,P:213227.84375
R:107400.0,P:107193.125
R:95000.0,P:94963.84375
R:91000.0,P:90997.296875
R:280000.0,P:280510.5
R:79900.0,P:79604.8359375
R:208900.0,P:209125.140625
R:187000.0,P:187359.125
R:410000.0,P:411097.125
R:320000.0,P:319925.25
R:213000.0,P:213828.078125
R:126000.0,P:126107.234375
R:287090.0,P:281656.59375
R:137000.0,P:136404.1875
R:124500.0,P:124815.2734375
R:194000.0,P:204869.140625
R:164000.0,P:163723.359375
R:164000.0,P:163616.234375
R:446261.0,P:443050.1875
R:163500.0,P:164652.078125
R:165500.0,P:165771.015625
R:98300.0,P:98403.828125
R:149500.0,P:149247.96875
R:372402.0,P:377694.5625
R:188000.0,P:192656.078125
R:395000.0,P:395437.9375
R:259500.0,P:259681.765625
R:137450.0,P:137341.890625
R:152000.0,P:152033.96875
R:110000.0,P:112716.078125
R:395192.0,P:399232.53125
R:125000.0,P:124979.6484375
R:279500.0,P:273116.75
R:161000.0,P:160913.421875
R:100000.0,P:97272.03125
R:140000.0,P:140295.796875
R:385000.0,P:385092.53125
R:112000.0,P:110979.0
R:178000.0,P:179846.390625
R:175000.0,P:175775.953125
R:200000.0,P:203433.796875
R:159895.0,P:160524.109375
R:140000.0,P:139873.328125
R:140000.0,P:139763.265625
R:274300.0,P:275887.28125
R:186500.0,P:189130.453125
R:176432.0,P:172973.609375
R:197000.0,P:197194.328125
R:284000.0,P:284067.0625
R:181000.0,P:180075.015625
R:139000.0,P:139089.046875
R:85000.0,P:84809.75
R:142000.0,P:143162.125
R:229456.0,P:233908.734375
R:290000.0,P:289877.09375
R:153575.0,P:153900.421875
R:113000.0,P:112156.8984375
R:150000.0,P:149956.515625
R:257500.0,P:258056.140625
R:306000.0,P:308997.25
R:155000.0,P:155838.5625
R:143000.0,P:144314.234375
R:189000.0,P:189060.171875
R:233000.0,P:241489.0625
R:212900.0,P:204386.546875
R:110000.0,P:109835.6015625
R:113000.0,P:113675.765625
R:116000.0,P:116249.765625
R:281213.0,P:279698.1875
R:179500.0,P:179768.359375
R:227000.0,P:230272.546875
R:163990.0,P:159718.515625
R:333168.0,P:331887.09375
R:126500.0,P:126398.5
R:232000.0,P:230769.4375
R:134432.0,P:134301.203125
R:169000.0,P:167162.265625
R:175000.0,P:176233.34375
R:145000.0,P:143923.3125
R:180500.0,P:180373.296875
R:133900.0,P:133867.171875
R:171900.0,P:167379.109375
R:98000.0,P:97837.3515625
R:118500.0,P:119546.1328125
R:173000.0,P:174577.34375
R:318061.0,P:319176.9375
R:305900.0,P:305650.9375
R:135000.0,P:133671.609375
R:140000.0,P:139948.328125
R:135000.0,P:134608.828125
R:269500.0,P:263804.4375
R:186700.0,P:186724.609375
R:325000.0,P:323547.34375
R:402000.0,P:402504.8125
R:157900.0,P:156946.078125
R:66500.0,P:69053.3828125
R:133700.0,P:131235.140625
R:195000.0,P:190521.546875
R:239000.0,P:239103.203125
R:109500.0,P:109241.25
R:205000.0,P:204844.4375
R:189000.0,P:194060.703125
R:244000.0,P:243393.0
R:221500.0,P:217018.671875
R:192000.0,P:191429.125
R:174900.0,P:175101.203125
R:119200.0,P:118077.9765625
R:315500.0,P:316771.0
R:230000.0,P:228915.09375
R:224900.0,P:218271.515625
R:380000.0,P:376223.25
R:140200.0,P:140862.765625
R:157500.0,P:157550.828125
R:196500.0,P:189801.234375
R:110000.0,P:110048.40625
R:97000.0,P:96598.46875
R:180000.0,P:182987.96875
R:100000.0,P:99838.625
R:122000.0,P:121609.796875
R:106000.0,P:106146.234375
R:745000.0,P:745227.4375
R:155000.0,P:155262.921875
R:116050.0,P:116000.8671875
R:224500.0,P:223952.9375
R:163000.0,P:163186.296875
R:150900.0,P:150362.859375
R:134500.0,P:135719.203125
R:123000.0,P:123057.78125
R:555000.0,P:555785.8125
R:239000.0,P:239789.1875
R:177000.0,P:175480.328125
R:140000.0,P:140652.640625
R:183500.0,P:185931.671875
R:244000.0,P:244126.796875
R:203000.0,P:197772.796875
R:140000.0,P:142542.875
R:170000.0,P:171475.734375
R:101000.0,P:100828.265625
R:175500.0,P:175918.3125
R:282922.0,P:284449.625
R:192000.0,P:198332.859375
R:220000.0,P:220300.09375
R:144000.0,P:142643.390625
R:202665.0,P:206894.140625
R:133000.0,P:133762.15625
R:181134.0,P:178063.296875
R:129900.0,P:129722.859375
R:157000.0,P:158823.390625
R:162900.0,P:163079.96875
R:301500.0,P:304606.90625
R:107500.0,P:107057.8046875
R:159000.0,P:159172.921875
R:141500.0,P:141211.890625
R:227000.0,P:219940.890625
R:82000.0,P:81900.234375
R:249700.0,P:253970.359375
R:128200.0,P:127703.359375
R:270000.0,P:254405.59375
R:190000.0,P:196120.796875
R:194000.0,P:187618.390625
R:213000.0,P:209862.9375
R:124000.0,P:123889.921875
R:143900.0,P:144297.671875
R:183000.0,P:184511.328125
R:131500.0,P:135692.921875
R:219500.0,P:213440.890625
R:118000.0,P:119048.859375
R:187500.0,P:186120.640625
R:218000.0,P:218023.515625
R:163000.0,P:162951.53125
R:174000.0,P:165895.390625
R:270000.0,P:267996.40625
R:139400.0,P:139347.921875
R:163000.0,P:163011.984375
R:239000.0,P:238986.15625
R:78000.0,P:78953.0546875
R:213500.0,P:212454.015625
R:120500.0,P:118923.71875
R:145000.0,P:145311.515625
R:125000.0,P:124591.21875
R:119000.0,P:118827.453125
R:337500.0,P:340221.5625
R:135000.0,P:134789.546875
R:262500.0,P:262067.765625
R:215000.0,P:215339.8125
R:189000.0,P:188744.03125
R:424870.0,P:431377.40625
R:129000.0,P:128677.65625
R:128000.0,P:127988.875
R:135000.0,P:135147.671875
R:151400.0,P:151320.484375
R:193500.0,P:193241.5625
R:326000.0,P:323053.8125
R:172500.0,P:176483.984375
R:359100.0,P:359059.6875
R:252678.0,P:243941.578125
R:125000.0,P:124883.78125
R:192500.0,P:188471.484375
R:325300.0,P:337874.90625
R:167000.0,P:166736.484375
R:124900.0,P:121528.6171875
R:230000.0,P:231427.921875
R:140000.0,P:140137.640625
R:423000.0,P:422686.625
R:160000.0,P:164771.234375
R:157000.0,P:157293.84375
R:314813.0,P:311450.625
R:132000.0,P:132763.921875
R:149900.0,P:150358.890625
R:255000.0,P:257642.609375
R:167000.0,P:164126.5
R:179900.0,P:174947.765625
R:178000.0,P:175933.1875
R:120000.0,P:119998.4375
R:128000.0,P:128690.109375
R:179900.0,P:176401.921875
R:148000.0,P:147935.078125
R:175000.0,P:174930.890625
R:239686.0,P:239557.984375
R:152000.0,P:150339.984375
R:160000.0,P:159583.234375
R:394617.0,P:394435.6875
R:155000.0,P:155069.328125
R:141000.0,P:140077.765625
R:149700.0,P:149744.515625
R:100000.0,P:106900.0078125
R:109000.0,P:113156.1875
R:115000.0,P:115440.0625
R:105000.0,P:105046.4453125
R:231500.0,P:231418.890625
R:171000.0,P:170535.984375
R:156932.0,P:156716.65625
R:108000.0,P:107995.5
R:197000.0,P:197373.140625
R:256000.0,P:256029.765625
R:262280.0,P:258545.53125
R:260400.0,P:257273.578125
R:210000.0,P:210733.953125
R:303477.0,P:303948.1875
R:58500.0,P:58309.578125
R:167240.0,P:168294.359375
R:128000.0,P:128967.546875
R:118400.0,P:118086.703125
R:110000.0,P:109990.9375
R:136500.0,P:136542.5625
R:130000.0,P:129282.765625
R:271900.0,P:271773.125
R:130000.0,P:129068.265625
R:142500.0,P:142686.828125
R:119500.0,P:119144.8359375
R:174000.0,P:169348.390625
R:179665.0,P:183487.34375
R:213250.0,P:213175.859375
R:148000.0,P:148417.625
R:179400.0,P:178969.265625
R:224900.0,P:213407.015625
R:248900.0,P:251056.578125
R:320000.0,P:319647.875
R:317000.0,P:307193.09375
R:112000.0,P:111975.734375
R:402861.0,P:398758.0625
R:112000.0,P:111829.1171875
R:290000.0,P:299886.3125
R:250000.0,P:249934.5625
R:213000.0,P:213474.640625
R:123000.0,P:127013.6796875
R:125000.0,P:124252.8046875
R:118000.0,P:117893.8671875
R:119500.0,P:118486.9765625
R:319900.0,P:306228.59375
R:325000.0,P:324886.625
R:153500.0,P:154142.828125
R:324000.0,P:324020.65625
R:129000.0,P:128561.9375
R:176000.0,P:173229.171875
R:239900.0,P:233179.953125
R:189000.0,P:187922.34375
R:169000.0,P:169123.515625
R:230000.0,P:229915.53125
R:119000.0,P:118202.671875
R:202500.0,P:201570.875
R:139000.0,P:139418.1875
R:125000.0,P:124746.1328125
R:128000.0,P:127921.09375
R:171500.0,P:171371.8125
R:165400.0,P:170981.0625
R:135000.0,P:134895.359375
R:139500.0,P:139141.21875
R:167500.0,P:167423.765625
R:102776.0,P:102661.6875
R:190000.0,P:189347.453125
R:168500.0,P:168112.296875
R:178000.0,P:174327.546875
R:88000.0,P:88141.5078125
R:335000.0,P:334881.75
R:235000.0,P:234956.484375
R:311872.0,P:318983.28125
R:179900.0,P:180143.40625
R:127500.0,P:127238.296875
R:104900.0,P:104487.65625
R:239000.0,P:233661.234375
R:133500.0,P:132534.625
R:206000.0,P:198917.234375
R:120000.0,P:119569.484375
R:319000.0,P:318969.0
R:206300.0,P:206345.828125
R:180000.0,P:187029.0625
R:325624.0,P:331045.375
R:200000.0,P:200409.25
R:175900.0,P:173825.890625
R:130000.0,P:134077.671875
R:173000.0,P:169865.921875
R:192140.0,P:192252.953125
R:276000.0,P:281115.71875
R:187100.0,P:195385.109375
R:174500.0,P:173802.84375
R:147000.0,P:146834.828125
R:198500.0,P:198308.390625
R:187750.0,P:186409.6875
R:176500.0,P:178035.734375
R:129900.0,P:127505.875
R:152000.0,P:152534.109375
R:241500.0,P:241343.015625
R:185000.0,P:187579.65625
R:325000.0,P:326366.21875
R:160000.0,P:159721.859375
R:260000.0,P:259807.625
R:107500.0,P:107564.09375
R:175500.0,P:172229.984375
R:115000.0,P:113596.65625
R:124000.0,P:124088.671875
R:184000.0,P:182953.296875
R:140000.0,P:139853.484375
R:243000.0,P:243825.109375
R:224000.0,P:226103.421875
R:96500.0,P:96407.171875
R:129500.0,P:129410.0
R:147000.0,P:147349.828125
R:192500.0,P:192465.421875
R:179900.0,P:179007.578125
R:246578.0,P:246102.609375
R:179200.0,P:178574.390625
R:232600.0,P:234981.953125
R:181500.0,P:181241.21875
R:197900.0,P:200166.765625
R:278000.0,P:273298.625
R:178000.0,P:173010.484375
R:582933.0,P:565628.6875
R:137500.0,P:137012.828125
R:113000.0,P:113118.65625
R:130000.0,P:130149.2421875
R:310000.0,P:322033.21875
R:176485.0,P:177640.140625
R:149000.0,P:148916.609375
R:85000.0,P:85045.140625
R:202500.0,P:193115.25
R:142600.0,P:142665.453125
R:274000.0,P:274490.4375
R:170000.0,P:169833.65625
R:105000.0,P:104692.0
R:268000.0,P:267976.1875
R:267000.0,P:266983.4375
R:151000.0,P:154934.921875
R:176000.0,P:174795.65625
R:250580.0,P:235130.46875
R:374000.0,P:375846.5
R:159500.0,P:154355.40625
R:164000.0,P:164235.140625
R:128500.0,P:127845.0078125
R:205000.0,P:214903.515625
R:328000.0,P:327965.09375
R:119000.0,P:117611.203125
R:200500.0,P:208579.640625
R:145000.0,P:145341.859375
R:167000.0,P:167596.890625
R:176000.0,P:177206.421875
R:125500.0,P:125326.1484375
R:154300.0,P:154705.046875
R:188700.0,P:188146.078125
R:207000.0,P:206213.515625
R:155000.0,P:155496.203125
R:135500.0,P:134853.03125
R:55993.0,P:55866.53515625
R:128900.0,P:130713.40625
R:165000.0,P:164995.265625
R:147000.0,P:147411.359375
R:91300.0,P:90616.015625
R:131000.0,P:131645.921875
R:142125.0,P:141889.921875
R:160000.0,P:160126.328125
R:221000.0,P:223014.203125
R:119500.0,P:119361.6328125
R:135000.0,P:133431.703125
R:93000.0,P:93301.328125
R:185000.0,P:187676.078125
R:127500.0,P:127544.390625
R:80000.0,P:78909.3671875
R:90350.0,P:90074.25
R:157000.0,P:158129.21875
R:485000.0,P:487853.75
R:165500.0,P:165566.453125
R:150500.0,P:150766.640625
R:166000.0,P:163970.265625
R:101800.0,P:101805.984375
R:132000.0,P:132274.71875
R:341000.0,P:341253.21875
R:132250.0,P:130355.8359375
R:180000.0,P:180430.703125
R:119750.0,P:119496.0859375
R:115000.0,P:115036.9375
R:178000.0,P:178119.09375
R:106500.0,P:106356.734375
R:137500.0,P:134319.796875
R:134450.0,P:132406.484375
R:87000.0,P:86824.2578125
R:141000.0,P:141948.265625
R:123500.0,P:123665.359375
R:125000.0,P:125258.1796875
R:130500.0,P:129179.671875
R:178900.0,P:176444.46875
R:170000.0,P:170457.328125
R:177000.0,P:176932.046875
R:165150.0,P:165415.359375
R:143000.0,P:142530.421875
R:235000.0,P:235241.421875
R:136000.0,P:138944.625
R:110000.0,P:109850.890625
R:119900.0,P:119696.4375
R:132000.0,P:127620.53125
R:140000.0,P:140066.359375
R:142000.0,P:140410.625
R:135500.0,P:134992.09375
R:451950.0,P:452217.84375
R:235128.0,P:235012.3125
R:165000.0,P:162948.828125
R:205000.0,P:206808.734375
R:105000.0,P:104942.4296875
R:241500.0,P:241372.171875
R:147000.0,P:146824.03125
R:197000.0,P:197091.765625
R:215000.0,P:205915.34375
R:124500.0,P:124724.3984375
R:173900.0,P:171060.984375
R:155835.0,P:161393.640625
R:207500.0,P:207402.265625
R:250000.0,P:250388.234375
R:121600.0,P:121842.265625
R:385000.0,P:384520.5
R:107900.0,P:107512.6171875
R:170000.0,P:170350.234375
R:190000.0,P:189135.96875
R:148000.0,P:148116.953125
R:155000.0,P:154066.59375
R:115000.0,P:115070.5703125
R:150000.0,P:150918.859375
R:155000.0,P:156790.546875
R:153500.0,P:155295.515625
R:165000.0,P:163980.796875
R:73000.0,P:72907.609375
R:120000.0,P:120348.953125
R:114500.0,P:114506.515625
R:130500.0,P:129766.875
R:158500.0,P:158947.109375
R:175000.0,P:176705.1875
R:148000.0,P:147426.984375
R:315000.0,P:318549.59375
R:289000.0,P:288992.875
R:270000.0,P:269790.96875
R:237000.0,P:229306.671875
R:103600.0,P:103571.3203125
R:110000.0,P:109174.734375
R:159000.0,P:158549.78125
R:139400.0,P:140222.921875
R:160000.0,P:159976.484375
R:235000.0,P:234450.90625
R:348000.0,P:335303.0
R:185000.0,P:186297.171875
R:293077.0,P:301272.0
R:144000.0,P:144124.09375
R:116000.0,P:115644.0078125
R:193000.0,P:192918.203125
R:76000.0,P:75952.2421875
R:147000.0,P:176994.46875
R:130000.0,P:129755.5703125
R:81000.0,P:80970.203125
R:154000.0,P:159163.234375
R:155000.0,P:154174.359375
R:175500.0,P:174870.796875
R:107000.0,P:107164.890625
R:239799.0,P:235131.078125
R:134000.0,P:134672.578125
R:153000.0,P:152837.453125
R:236500.0,P:241776.546875
R:132500.0,P:131228.671875
R:167900.0,P:167774.453125
R:266000.0,P:264448.3125
R:170000.0,P:169904.84375
R:149900.0,P:149921.546875
R:145500.0,P:142866.296875
R:191000.0,P:190455.609375
R:155000.0,P:156866.28125
R:245350.0,P:249749.15625
R:103000.0,P:103280.6953125
R:88000.0,P:89009.5
R:375000.0,P:374889.625
R:90000.0,P:89748.25
R:339750.0,P:332146.9375
R:114500.0,P:115469.796875
R:120000.0,P:119884.265625
R:386250.0,P:385448.03125
R:92900.0,P:92854.3125
R:256300.0,P:253940.40625
R:151000.0,P:151763.421875
R:126000.0,P:125976.171875
R:194500.0,P:201900.015625
R:142000.0,P:142586.796875
R:118500.0,P:118271.4921875
R:265900.0,P:261349.109375
R:158000.0,P:158038.359375
R:183900.0,P:184511.515625
R:142953.0,P:142701.59375
R:97500.0,P:95616.59375
R:215000.0,P:214889.4375
R:152000.0,P:151812.140625
R:280000.0,P:283477.8125
R:214900.0,P:220346.578125
R:87000.0,P:86916.2890625
R:134800.0,P:134054.109375
R:185900.0,P:196821.53125
R:134000.0,P:133755.015625
R:195000.0,P:192584.953125
R:184000.0,P:183476.265625
R:84900.0,P:84601.75
R:172500.0,P:172307.578125
R:91000.0,P:90875.390625
R:211000.0,P:211138.765625
R:140000.0,P:140257.859375
R:136900.0,P:137640.328125
R:109008.0,P:110859.34375
R:217500.0,P:217692.515625
R:220000.0,P:218359.203125
R:144152.0,P:142669.875
R:271000.0,P:277209.90625
R:117000.0,P:116130.109375
